CLIENTE_ID,CLIENTE,PRODUCTO,PRECIO,CANTIDAD,CIUDAD,VENDEDOR_ID,VENDEDOR,FECHA,ESTADO,VALOR_VENTA,COMISION,CATEGORIA
Cliente_0893,Fernando Ospina,Pantalón,411320.06,2,Pereira,Vendedor_139,Daniela López,2025-06-02T10:42,Abierto,822640.12,41812.9,Ropa
Cliente_1700,Daniela Pérez,Camisa,711773.76,5,Medellín,Vendedor_027,Jorge Rojas,2024-10-01T05:22,Abierto,3558868.8,195012.08,Ropa
Cliente_3719,David Castaño,Pantalón,411320.06,5,Medellín,Vendedor_183,Ana Martínez,2025-04-06T18:26,Cerrado,2056600.3,100338.11,Ropa
Cliente_2106,Sebastián Sánchez,Lámpara,1449593.72,4,Cali,Vendedor_157,Mónica Naranjo,2024-12-20T06:20,Cerrado,5798374.88,460355.41,Hogar
Cliente_0074,Juan Castro,Aceite,172426.59,5,Bogotá,Vendedor_007,Viviana Torres,2021-09-11T03:21,Abierto,862132.95,60184.29,Alimentos
Cliente_0724,Alejandro Salazar,Televisor,601357.59,5,Cali,Vendedor_038,Ana Cortés,2024-01-13T02:05,Cerrado,3006787.95,104600.17,Tecnología
Cliente_1523,Hugo Castro,Perfume,97970.74,4,Santa Marta,Vendedor_126,Sofía Torres,2022-12-30T14:25,Cancelado,391882.96,23673.16,Belleza
Cliente_1393,Sebastián Henao,Balón,712004.39,3,Cali,Vendedor_148,Hugo Guerrero,2024-01-17T16:16,Cerrado,2136013.17,115839.69,Deportes
Cliente_2824,Daniela Gómez,Maquillaje,542195.65,5,Pereira,Vendedor_044,Yolanda Gaviria,2024-08-11T17:23,En Proceso,2710978.25,188867.35,Belleza
Cliente_1755,Noelia Torres,Maquillaje,528406.72,1,Santa Marta,Vendedor_150,Viviana Ospina,2023-06-05T16:34,Cerrado,528406.72,42201.63,Belleza
Cliente_3719,David Castaño,Juguete,290996.02,3,Cali,Vendedor_095,Ana Cortés,2022-07-07T16:42,Cerrado,872988.06,58678.19,Mascotas
Cliente_1263,Sofía Henao,Crema,505972.06,5,Pereira,Vendedor_136,Daniela Rodríguez,2025-06-09T01:51,Abierto,2529860.3,185303.26,Belleza
Cliente_3390,David López,Abono,575255.41,5,Bucaramanga,Vendedor_085,Viviana Salazar,2024-03-18T14:30,Cerrado,2876277.05,158574.26,Jardín
Cliente_0504,Andrés Vargas,Perfume,101627.68,2,Cali,Vendedor_091,Camila Salazar,2025-04-15T15:20,Cerrado,203255.36,9894.45,Belleza
Cliente_4943,Alejandro Ospina,Pala,509283.39,1,Santa Marta,Vendedor_078,Fernando Sánchez,2022-02-24T06:26,Cerrado,509283.39,31659.08,Jardín
Cliente_4934,Juan López,Abono,586057.3,2,Pereira,Vendedor_032,Fernando Martínez,2025-01-22T00:59,Abierto,1172114.6,79083.65,Jardín
Cliente_1379,Yolanda Martínez,Pesas,1032218.06,5,Bucaramanga,Vendedor_039,Sofía Rodríguez,2022-07-26T19:19,Cerrado,5161090.3,213548.87,Deportes
Cliente_1171,Álvaro Salazar,Galletas,70943.02,3,Cúcuta,Vendedor_034,Álvaro Moreno,2023-03-26T03:21,Cerrado,212829.06,11741.65,Alimentos
Cliente_0001,Alejandro Ibarra,Arena,92282.19,1,Santa Marta,Vendedor_161,Vanessa Cortés,2025-03-02T05:45,Cerrado,92282.19,3293.51,Mascotas
Cliente_4880,Fernando Mejía,Balón,691735.77,1,Manizales,Vendedor_085,Viviana Salazar,2022-09-20T03:23,Cerrado,691735.77,28235.02,Deportes
Cliente_0192,David Rodríguez,Maquillaje,514968.47,2,Cúcuta,Vendedor_076,Felipe Méndez,2022-03-19T21:35,En Proceso,1029936.94,76311.06,Belleza
Cliente_0011,Yolanda Martínez,Lámpara,1488230.56,2,Barranquilla,Vendedor_172,Sofía Sánchez,2025-06-07T16:34,Cerrado,2976461.12,110833.29,Hogar
Cliente_0488,Viviana Rojas,Zapatos,502995.07,1,Barranquilla,Vendedor_178,Mónica Rojas,2025-09-01T22:11,Cerrado,502995.07,35495.06,Ropa
Cliente_1475,Verónica Torres,Perfume,97970.74,3,Cali,Vendedor_047,Fernando Gaviria,2022-07-04T23:36,Cerrado,293912.22,14292.89,Belleza
Cliente_4877,Camila Martínez,Pala,509283.39,3,Pereira,Vendedor_071,Noelia Ortega,2022-06-26T11:12,Cerrado,1527850.17,96523.57,Jardín
Cliente_0833,Alejandro Salazar,Crema,463913.58,1,Cúcuta,Vendedor_083,Viviana Ramírez,2022-02-07T12:36,En Proceso,463913.58,35033.05,Belleza
Cliente_2851,Ana Naranjo,Proteína,860897.08,2,Pereira,Vendedor_168,Alejandro Rojas,2021-02-11T14:20,Cerrado,1721794.16,118881.16,Deportes
Cliente_3253,Hugo Quintero,Carritos,394613.21,4,Cartagena,Vendedor_135,Jorge Mejía,2023-09-05T11:54,Abierto,1578452.84,112539.04,Juguetes
Cliente_3997,Vanessa Ospina,Perfume,97970.74,5,Manizales,Vendedor_109,Noelia Mejía,2022-03-27T15:57,Cerrado,489853.7,21091.85,Belleza
Cliente_3497,Mónica Castro,Algodón,508157.89,5,Medellín,Vendedor_048,Verónica Quintero,2025-02-10T04:16,Abierto,2540789.45,122170.63,Salud
Cliente_4926,Simón Ibarra,Juguete,287037.93,3,Barranquilla,Vendedor_078,Fernando Sánchez,2021-10-30T16:34,Cerrado,861113.79,57384.28,Mascotas
Cliente_3309,Sofía Bedoya,Maquillaje,542195.65,1,Manizales,Vendedor_006,Noelia Guerrero,2024-01-29T03:54,Cerrado,542195.65,37336.53,Belleza
Cliente_4222,Felipe Moreno,Algodón,482992.0,5,Bogotá,Vendedor_141,Juan Méndez,2023-06-16T01:40,Cerrado,2414960.0,167846.03,Salud
Cliente_1600,Lorena Ramírez,Silla,1754758.25,5,Santa Marta,Vendedor_184,Valeria Bedoya,2023-12-18T21:13,Cerrado,8773791.25,587891.38,Hogar
Cliente_2039,Sebastián Rodríguez,Rompecabezas,321011.98,2,Medellín,Vendedor_158,Valeria Ibarra,2021-07-19T06:46,En Proceso,642023.96,26696.08,Juguetes
Cliente_3686,Sofía Torres,Alcohol,69491.69,3,Manizales,Vendedor_062,Nicolás Cortés,2023-04-05T20:47,Abierto,208475.07,9267.62,Salud
Cliente_4380,Lorena Caro,Crema,491545.12,1,Pereira,Vendedor_097,Sara Moreno,2024-01-12T20:30,Cerrado,491545.12,37899.14,Belleza
Cliente_0026,Fernando Ortega,Concentrado,288469.05,5,Cúcuta,Vendedor_192,Hugo Arango,2022-08-26T18:49,Cerrado,1442345.25,83213.25,Mascotas
Cliente_2169,Óscar Castaño,Perfume,101627.68,4,Manizales,Vendedor_086,Nicolás Moreno,2025-03-27T19:43,Abierto,406510.72,27529.93,Belleza
Cliente_4012,Álvaro Henao,Atún,137552.73,1,Cartagena,Vendedor_168,Alejandro Rojas,2023-07-26T05:12,Cerrado,137552.73,8247.63,Alimentos
Cliente_0570,Hugo Vargas,Juguete,290996.02,4,Manizales,Vendedor_116,Ana Rojas,2022-10-03T22:24,Cerrado,1163984.08,88724.8,Mascotas
Cliente_1765,Sebastián Ospina,Leche,49247.32,3,Barranquilla,Vendedor_100,Verónica Molina,2021-02-24T11:45,Abierto,147741.96,10850.04,Alimentos
Cliente_2741,Valeria Caro,Pesas,1012552.35,3,Cartagena,Vendedor_118,Ana Ramírez,2021-10-25T21:28,Cerrado,3037657.05,130828.06,Deportes
Cliente_0415,Verónica Ortega,Maquillaje,528406.72,2,Santa Marta,Vendedor_045,Alejandro Caro,2023-04-23T14:44,Cerrado,1056813.44,78453.05,Belleza
Cliente_4579,Jorge Caro,Alcohol,67499.61,5,Bogotá,Vendedor_086,Nicolás Moreno,2022-12-09T05:51,Cerrado,337498.05,15188.08,Salud
Cliente_1839,Mónica Castaño,Bicicleta,884014.22,3,Barranquilla,Vendedor_061,Mónica Arango,2025-03-21T20:06,Cerrado,2652042.66,138036.23,Deportes
Cliente_3923,Yolanda Ramírez,Pantalón,402712.15,5,Bogotá,Vendedor_152,Sergio Cortés,2024-10-21T14:08,Abierto,2013560.75,146107.35,Ropa
Cliente_2138,Sergio Quintero,Mouse,1239568.55,1,Cartagena,Vendedor_123,Laura Gaviria,2021-10-09T01:25,Abierto,1239568.55,57269.25,Tecnología
Cliente_2010,Noelia Rodríguez,Cortinas,529341.68,3,Manizales,Vendedor_080,Nicolás Caro,2023-11-12T18:00,En Proceso,1588025.04,70728.41,Hogar
Cliente_4830,Hugo Castaño,Tablet,1356534.14,2,Bogotá,Vendedor_165,Fernando Gómez,2023-03-15T09:23,Cerrado,2713068.28,172097.63,Tecnología
Cliente_4275,Ana Zapata,Celular,4862280.71,5,Cartagena,Vendedor_091,Camila Salazar,2021-06-28T19:42,Abierto,24311403.55,1944518.88,Tecnología
Cliente_2580,Camila Ibarra,Alcohol,71542.56,3,Bucaramanga,Vendedor_191,Viviana Ospina,2024-03-23T08:01,En Proceso,214627.68,7845.25,Salud
Cliente_2321,Laura Rojas,Vitaminas,191834.73,4,Manizales,Vendedor_122,Verónica Rodríguez,2023-08-08T17:55,Abierto,767338.92,49917.72,Salud
Cliente_3905,Lorena Moreno,Algodón,459072.42,1,Cali,Vendedor_178,Mónica Rojas,2021-06-04T15:00,En Proceso,459072.42,25867.71,Salud
Cliente_3423,Luis Ibarra,Mouse,1264852.6,4,Medellín,Vendedor_198,Sergio Vargas,2023-04-08T13:47,En Proceso,5059410.4,255656.43,Tecnología
Cliente_4897,Luis Salazar,Monitor,3644103.7,1,Bogotá,Vendedor_066,Valeria Henao,2024-07-17T14:07,Cancelado,3644103.7,245951.26,Tecnología
Cliente_1666,David Henao,Leche,50399.52,2,Bucaramanga,Vendedor_053,Hugo López,2022-08-02T08:01,En Proceso,100799.04,5820.32,Alimentos
Cliente_0564,Lorena Salazar,Maquillaje,514968.47,2,Bucaramanga,Vendedor_168,Alejandro Rojas,2022-09-23T23:34,Abierto,1029936.94,71982.87,Belleza
Cliente_0974,Carolina Sánchez,Bicicleta,845239.64,1,Santa Marta,Vendedor_047,Fernando Gaviria,2021-07-14T18:20,Cerrado,845239.64,56793.93,Deportes
Cliente_2639,Juan López,Chaqueta,627139.13,3,Bucaramanga,Vendedor_151,Juan Caro,2021-12-28T06:29,En Proceso,1881417.39,149113.52,Ropa
Cliente_1568,Juan Naranjo,Cortinas,554687.52,2,Medellín,Vendedor_036,Camila Arango,2025-10-01T14:32,Cancelado,1109375.04,78258.97,Hogar
Cliente_4047,Ana Vargas,Juguete,299076.69,3,Pereira,Vendedor_174,Verónica Martínez,2024-01-03T13:44,Cerrado,897230.07,29913.64,Mascotas
Cliente_4376,Valeria Torres,Proteína,860897.08,4,Bogotá,Vendedor_138,David Castro,2021-11-08T05:52,Cerrado,3443588.32,237535.16,Deportes
Cliente_0935,Viviana Torres,Tablet,1356534.14,1,Barranquilla,Vendedor_105,Mónica Martínez,2023-05-04T12:07,Cerrado,1356534.14,84763.25,Tecnología
Cliente_4949,Sara Martínez,Concentrado,285365.39,4,Pereira,Vendedor_090,Valeria Ramírez,2021-12-07T18:27,Cancelado,1141461.56,39368.46,Mascotas
Cliente_3157,Hugo Molina,Muñeco,414239.92,2,Cali,Vendedor_128,Yolanda Naranjo,2023-02-22T18:21,Cerrado,828479.84,49936.18,Juguetes
Cliente_1320,Noelia Mejía,Celular,4862280.71,2,Cartagena,Vendedor_078,Fernando Sánchez,2021-09-15T09:21,Cerrado,9724561.42,656798.63,Tecnología
Cliente_1006,Sebastián Molina,Camisa,696020.52,3,Bucaramanga,Vendedor_080,Nicolás Caro,2023-12-31T00:59,Cerrado,2088061.56,83229.56,Ropa
Cliente_0827,Andrés Gaviria,Alcohol,69491.69,4,Santa Marta,Vendedor_041,Viviana Bedoya,2023-10-06T02:25,Cerrado,277966.76,14383.55,Salud
Cliente_2356,Hugo Mejía,Arena,90560.84,4,Cali,Vendedor_032,Fernando Martínez,2024-01-25T21:53,En Proceso,362243.36,20692.9,Mascotas
Cliente_0356,Andrés Salazar,Algodón,482992.0,1,Santa Marta,Vendedor_179,Nicolás Ramírez,2023-02-24T09:47,Cerrado,482992.0,24467.23,Salud
Cliente_0656,Nicolás Cortés,Camisa,680615.95,3,Pereira,Vendedor_150,Viviana Ospina,2022-05-21T14:35,Cerrado,2041847.85,150688.86,Ropa
Cliente_3770,Mónica Ortega,Pesas,1032218.06,2,Manizales,Vendedor_089,Luis Mejía,2022-03-18T05:12,Cerrado,2064436.12,79367.58,Deportes
Cliente_2445,Hugo Ramírez,Arena,87213.85,2,Medellín,Vendedor_167,Juan López,2022-01-16T09:02,Abierto,174427.7,11961.86,Mascotas
Cliente_2641,Viviana Rodríguez,Silla,1754758.25,5,Bogotá,Vendedor_122,Verónica Rodríguez,2023-01-30T05:17,Abierto,8773791.25,604554.22,Hogar
Cliente_1624,Felipe Vargas,Arroz,81780.43,1,Manizales,Vendedor_120,Andrés López,2023-03-10T04:24,Cerrado,81780.43,4285.42,Alimentos
Cliente_2781,Camila Mejía,Manguera,517614.32,3,Bucaramanga,Vendedor_023,Jorge Moreno,2024-04-05T18:52,Cerrado,1552842.96,88471.52,Jardín
Cliente_1715,Laura Castro,Pala,496564.11,3,Barranquilla,Vendedor_108,Verónica Moreno,2021-04-03T16:54,En Proceso,1489692.33,56128.81,Jardín
Cliente_0227,Hugo Caro,Mesa,1211871.69,2,Cúcuta,Vendedor_022,Jorge Ibarra,2022-05-14T01:07,Abierto,2423743.38,96362.9,Hogar
Cliente_2842,Nicolás Ibarra,Maquillaje,556344.4,4,Barranquilla,Vendedor_137,Carolina Ospina,2025-02-16T10:34,Abierto,2225377.6,125919.08,Belleza
Cliente_0406,Yolanda Ospina,Balón,722360.33,3,Bucaramanga,Vendedor_014,Vanessa Cortés,2025-06-07T03:42,Cerrado,2167080.99,89357.5,Deportes
Cliente_3445,Sergio Bedoya,Maquillaje,556344.4,4,Manizales,Vendedor_103,Jorge Caro,2025-07-04T20:12,En Proceso,2225377.6,156495.83,Belleza
Cliente_4574,Sara Méndez,Rompecabezas,327776.21,2,Santa Marta,Vendedor_074,Sara Caro,2022-06-26T14:53,Abierto,655552.42,39864.74,Juguetes
Cliente_3338,Sebastián Méndez,Mouse,1239568.55,5,Cúcuta,Vendedor_027,Jorge Rojas,2021-08-31T10:44,Cerrado,6197842.75,203468.57,Tecnología
Cliente_2884,Óscar Méndez,Carritos,381462.99,4,Pereira,Vendedor_095,Ana Cortés,2021-12-17T09:07,En Proceso,1525851.96,73078.9,Juguetes
Cliente_4822,Sebastián Rodríguez,Pantalón,377954.3,2,Medellín,Vendedor_041,Viviana Bedoya,2021-08-22T03:41,Cancelado,755908.6,55121.84,Ropa
Cliente_1097,Fernando Gómez,Arena,92282.19,5,Medellín,Vendedor_049,Yolanda Salazar,2025-08-15T16:13,Abierto,461410.95,20243.11,Mascotas
Cliente_3870,Óscar Ramírez,Zapatos,502995.07,5,Pereira,Vendedor_178,Mónica Rojas,2025-04-11T19:53,Abierto,2514975.35,165952.9,Ropa
Cliente_1038,David Bedoya,Bicicleta,874156.93,3,Cartagena,Vendedor_070,Viviana Moreno,2024-12-04T01:42,Cerrado,2622470.79,90973.53,Deportes
Cliente_0003,Viviana Mejía,Arena,90560.84,1,Medellín,Vendedor_081,Yolanda Torres,2024-07-14T06:56,Cerrado,90560.84,6930.32,Mascotas
Cliente_1205,Andrés Guerrero,Abono,554245.22,3,Pereira,Vendedor_002,Sebastián Cortés,2022-08-30T16:00,Cerrado,1662735.66,87239.22,Jardín
Cliente_2513,Vanessa Zapata,Mesa,1230978.74,4,Santa Marta,Vendedor_061,Mónica Arango,2023-04-22T00:23,Cerrado,4923914.96,268738.82,Hogar
Cliente_0319,Sara Arango,Concentrado,297984.02,2,Bogotá,Vendedor_071,Noelia Ortega,2025-01-27T15:38,Cerrado,595968.04,34859.07,Mascotas
Cliente_1394,Laura Bedoya,Arena,90560.84,1,Cúcuta,Vendedor_144,David Rojas,2024-12-10T19:13,Cerrado,90560.84,4362.46,Mascotas
Cliente_0249,Laura Mejía,Bicicleta,864409.55,3,Barranquilla,Vendedor_024,Alejandro Méndez,2023-07-07T06:19,En Proceso,2593228.65,171838.39,Deportes
Cliente_1217,Simón Rojas,Muñeco,433765.86,5,Barranquilla,Vendedor_186,Sara Pérez,2025-01-20T19:25,Cerrado,2168829.3,66646.34,Juguetes
Cliente_3600,Noelia Martínez,Pala,509283.39,2,Manizales,Vendedor_026,Noelia Molina,2022-09-06T01:24,Cancelado,1018566.78,38817.8,Jardín
Cliente_0761,Verónica Bedoya,Balón,701796.91,3,Cali,Vendedor_131,Ana Ramírez,2023-01-02T01:41,Cerrado,2105390.73,83038.81,Deportes
Cliente_1319,Camila Sánchez,Televisor,610755.41,1,Medellín,Vendedor_001,Lorena Henao,2025-01-24T10:23,Cerrado,610755.41,37724.54,Tecnología
Cliente_0679,Hugo Vargas,Pala,509283.39,4,Santa Marta,Vendedor_164,Jorge Rodríguez,2022-10-28T12:27,Cerrado,2037133.56,151827.65,Jardín
Cliente_1923,Carolina Gómez,Leche,52785.43,5,Barranquilla,Vendedor_140,David Bedoya,2024-08-22T19:52,Cerrado,263927.15,8757.63,Alimentos
Cliente_3806,Carolina Naranjo,Juguete,295008.69,4,Medellín,Vendedor_168,Alejandro Rojas,2023-03-13T09:49,Cerrado,1180034.76,85697.58,Mascotas
Cliente_2687,Sofía Moreno,Maquillaje,514968.47,3,Pereira,Vendedor_187,Felipe Cortés,2022-06-11T15:25,Cerrado,1544905.41,109650.71,Belleza
Cliente_1001,Sebastián Martínez,Chaqueta,635851.83,1,Cali,Vendedor_167,Juan López,2022-01-22T21:34,Abierto,635851.83,21511.68,Ropa
Cliente_1601,Sebastián Ortega,Sofá,146241.88,3,Manizales,Vendedor_125,Óscar Ospina,2023-12-09T14:34,Cerrado,438725.64,16303.67,Hogar
Cliente_3351,Luis Castro,Concentrado,291606.46,5,Bogotá,Vendedor_168,Alejandro Rojas,2023-04-29T00:54,Cerrado,1458032.3,69259.84,Mascotas
Cliente_2394,Verónica Méndez,Sofá,143552.52,1,Cartagena,Vendedor_020,Luis Ibarra,2022-10-16T01:57,Cerrado,143552.52,5129.63,Hogar
Cliente_2300,Felipe Ortega,Zapatos,490402.53,2,Bucaramanga,Vendedor_130,Vanessa Bedoya,2024-08-06T21:37,Cerrado,980805.06,66610.7,Ropa
Cliente_4326,Fernando Caro,Algodón,459072.42,5,Santa Marta,Vendedor_198,Sergio Vargas,2021-01-02T20:38,Cerrado,2295362.1,126711.94,Salud
Cliente_4096,Jorge Zapata,Carritos,381462.99,3,Cartagena,Vendedor_076,Felipe Méndez,2021-06-12T23:57,Cerrado,1144388.97,57835.39,Juguetes
Cliente_1221,Felipe López,Muñeco,433765.86,1,Santa Marta,Vendedor_196,Felipe Ramírez,2025-08-28T11:45,Abierto,433765.86,28735.85,Juguetes
Cliente_3522,Sara Ramírez,Rompecabezas,341735.28,1,Cali,Vendedor_102,Mónica Castro,2024-03-19T02:54,Abierto,341735.28,15256.69,Juguetes
Cliente_3957,Fernando Mejía,Crema,477529.53,3,Bucaramanga,Vendedor_094,Noelia Henao,2023-08-30T17:51,Cancelado,1432588.59,105404.96,Belleza
Cliente_4500,Juan Ospina,Leche,49247.32,3,Cúcuta,Vendedor_061,Mónica Arango,2021-01-27T01:11,Abierto,147741.96,9263.18,Alimentos
Cliente_1320,Noelia Mejía,Vitaminas,191834.73,5,Medellín,Vendedor_022,Jorge Ibarra,2023-11-25T00:41,Cerrado,959173.65,45393.15,Salud
Cliente_3640,Carolina Castaño,Algodón,482992.0,5,Santa Marta,Vendedor_176,Camila Ramírez,2023-02-08T17:16,Cerrado,2414960.0,137637.35,Salud
Cliente_0935,Viviana Torres,Muñeco,414239.92,3,Manizales,Vendedor_145,Lorena Vargas,2023-11-27T14:35,Cerrado,1242719.76,53402.68,Juguetes
Cliente_2223,Laura Ortega,Manguera,493182.92,3,Pereira,Vendedor_081,Yolanda Torres,2021-03-14T11:43,Abierto,1479548.76,117252.81,Jardín
Cliente_0364,Camila Salazar,Cortinas,529341.68,5,Cali,Vendedor_193,Laura Quintero,2023-09-01T12:49,Cerrado,2646708.4,137047.13,Hogar
Cliente_3020,Laura Castaño,Perfume,99174.86,4,Cúcuta,Vendedor_037,Simón Moreno,2023-10-19T16:07,Cerrado,396699.44,29688.47,Belleza
Cliente_3422,Nicolás Zapata,Chaqueta,635851.83,2,Cúcuta,Vendedor_156,Noelia Rojas,2022-05-28T19:18,En Proceso,1271703.66,100338.72,Ropa
Cliente_2234,Álvaro Bedoya,Alcohol,65564.64,4,Cali,Vendedor_091,Camila Salazar,2021-04-07T09:04,Cerrado,262258.56,14893.56,Salud
Cliente_2059,Viviana Ibarra,Bicicleta,884014.22,4,Cartagena,Vendedor_125,Óscar Ospina,2025-09-14T17:55,Cerrado,3536056.88,235147.0,Deportes
Cliente_1211,Felipe Castro,Bicicleta,874156.93,2,Bogotá,Vendedor_008,Lorena Ramírez,2024-06-08T04:40,En Proceso,1748313.86,102472.77,Deportes
Cliente_3853,Alejandro Torres,Teclado,4503635.25,5,Barranquilla,Vendedor_123,Laura Gaviria,2024-01-05T02:38,Cerrado,22518176.25,778642.09,Tecnología
Cliente_4552,Juan Ramírez,Vitaminas,196292.65,2,Medellín,Vendedor_136,Daniela Rodríguez,2024-09-18T05:07,Cerrado,392585.3,30472.83,Salud
Cliente_0664,Álvaro Naranjo,Juguete,299076.69,3,Cartagena,Vendedor_196,Felipe Ramírez,2024-04-01T04:32,Cerrado,897230.07,47402.3,Mascotas
Cliente_1380,Nicolás Ospina,Mouse,1239568.55,3,Cartagena,Vendedor_070,Viviana Moreno,2021-08-26T14:35,Cerrado,3718705.65,277799.05,Tecnología
Cliente_3017,Hugo Salazar,Pantalón,394284.39,4,Cartagena,Vendedor_015,Hugo López,2023-03-16T01:45,En Proceso,1577137.56,99013.12,Ropa
Cliente_1829,Carolina Rojas,Pantalón,411320.06,5,Pereira,Vendedor_013,Hugo Arango,2025-04-21T04:02,Abierto,2056600.3,72514.79,Ropa
Cliente_0065,Vanessa Torres,Chaqueta,635851.83,2,Santa Marta,Vendedor_030,Camila Guerrero,2022-05-24T22:32,Cerrado,1271703.66,64669.5,Ropa
Cliente_0105,Nicolás López,Muñeco,433765.86,2,Medellín,Vendedor_060,Sebastián Mejía,2025-09-15T20:45,Cerrado,867531.72,34521.18,Juguetes
Cliente_1170,Andrés Gómez,Sofá,140912.61,4,Cali,Vendedor_167,Juan López,2021-04-24T18:27,Cerrado,563650.44,21696.59,Hogar
Cliente_4839,Alejandro Torres,Proteína,882677.76,5,Cali,Vendedor_040,Hugo Molina,2022-08-08T17:14,Abierto,4413388.8,290199.9,Deportes
Cliente_3049,Álvaro Quintero,Cortinas,517106.44,5,Santa Marta,Vendedor_030,Camila Guerrero,2022-09-12T04:58,Cerrado,2585532.2,81446.85,Hogar
Cliente_1277,Sebastián Vargas,Arroz,81780.43,4,Bogotá,Vendedor_007,Viviana Torres,2023-12-28T14:15,Cerrado,327121.72,25615.93,Alimentos
Cliente_0281,Fernando Naranjo,Carritos,381462.99,4,Bogotá,Vendedor_077,Fernando Rodríguez,2021-11-08T08:09,Abierto,1525851.96,80101.38,Juguetes
Cliente_3781,Fernando Mejía,Muñeco,404809.08,4,Medellín,Vendedor_121,Nicolás Castaño,2022-02-10T02:54,Cancelado,1619236.32,88228.76,Juguetes
Cliente_1887,Daniela Cortés,Teclado,4503635.25,5,Manizales,Vendedor_057,Sergio Cortés,2024-03-16T13:43,En Proceso,22518176.25,1012674.92,Tecnología
Cliente_1969,Noelia Henao,Abono,554245.22,1,Cartagena,Vendedor_100,Verónica Molina,2022-05-19T05:28,Cancelado,554245.22,18999.97,Jardín
Cliente_2809,Hugo Gómez,Aceite,189546.06,3,Santa Marta,Vendedor_049,Yolanda Salazar,2025-04-04T01:53,Cerrado,568638.18,33784.01,Alimentos
Cliente_1143,Verónica Arango,Silla,1811641.44,1,Cali,Vendedor_161,Vanessa Cortés,2025-03-19T12:00,Abierto,1811641.44,85577.82,Hogar
Cliente_3638,Sergio Molina,Leche,50399.52,3,Barranquilla,Vendedor_006,Noelia Guerrero,2022-06-20T06:29,En Proceso,151198.56,9253.9,Alimentos
Cliente_1569,Noelia Ospina,Sofá,146241.88,2,Cartagena,Vendedor_041,Viviana Bedoya,2023-09-17T23:44,Cerrado,292483.76,16902.19,Hogar
Cliente_3529,Mónica Sánchez,Pantalón,386033.01,2,Bogotá,Vendedor_114,Ana Arango,2022-08-12T12:52,Cerrado,772066.02,31535.46,Ropa
Cliente_2587,Fernando Ospina,Carritos,387982.39,5,Santa Marta,Vendedor_169,Alejandro Castaño,2022-09-02T17:37,Cerrado,1939911.95,102975.76,Juguetes
Cliente_0741,Ana Ramírez,Perfume,100393.78,4,Cúcuta,Vendedor_081,Yolanda Torres,2024-03-31T04:54,En Proceso,401575.12,18232.78,Belleza
Cliente_3118,Mónica Ibarra,Arena,87213.85,3,Medellín,Vendedor_014,Vanessa Cortés,2022-06-03T05:52,En Proceso,261641.55,10985.34,Mascotas
Cliente_0376,Hugo Castaño,Camisa,665552.31,5,Cúcuta,Vendedor_111,Sebastián Quintero,2021-09-21T21:53,Cancelado,3327761.55,227902.48,Ropa
Cliente_3576,Yolanda Molina,Tablet,1332325.03,1,Bucaramanga,Vendedor_055,Óscar Ospina,2022-04-04T02:48,Cerrado,1332325.03,40762.92,Tecnología
Cliente_1882,Verónica Naranjo,Teclado,4569743.16,4,Barranquilla,Vendedor_061,Mónica Arango,2025-07-02T05:53,En Proceso,18278972.64,794114.3,Tecnología
Cliente_3353,Carolina Bedoya,Galletas,69729.1,1,Santa Marta,Vendedor_185,Andrés Torres,2022-04-04T11:36,Cerrado,69729.1,3943.48,Alimentos
Cliente_1205,Andrés Guerrero,Aceite,176555.75,2,Cartagena,Vendedor_189,Carolina Sánchez,2022-10-06T06:44,Cerrado,353111.5,18999.98,Alimentos
Cliente_2036,Camila Naranjo,Alcohol,71542.56,1,Cali,Vendedor_052,Carolina Zapata,2024-01-17T17:59,Abierto,71542.56,5509.37,Salud
Cliente_1529,Fernando Ramírez,Alcohol,65564.64,3,Cúcuta,Vendedor_119,Verónica Rodríguez,2021-06-28T22:05,Abierto,196693.92,14197.93,Salud
Cliente_1255,Álvaro Henao,Alcohol,67499.61,4,Manizales,Vendedor_109,Noelia Mejía,2022-04-20T15:14,Cancelado,269998.44,18246.53,Salud
Cliente_1713,Mónica López,Abono,544029.67,4,Medellín,Vendedor_193,Laura Quintero,2021-11-05T20:11,Cerrado,2176118.68,121218.31,Jardín
Cliente_0269,Mónica López,Perfume,101627.68,3,Pereira,Vendedor_190,David Torres,2025-06-23T06:33,Cerrado,304883.04,15684.81,Belleza
Cliente_1986,Noelia Bedoya,Manguera,526024.17,5,Pereira,Vendedor_071,Noelia Ortega,2025-07-08T02:16,Cerrado,2630120.85,83712.74,Jardín
Cliente_0616,Camila Rodríguez,Pantalón,402712.15,2,Cali,Vendedor_006,Noelia Guerrero,2024-08-29T03:18,Cerrado,805424.3,57252.31,Ropa
Cliente_2594,Sara Moreno,Manguera,501195.83,1,Bucaramanga,Vendedor_001,Lorena Henao,2022-03-13T21:45,Cancelado,501195.83,25829.45,Jardín
Cliente_0454,Fernando Caro,Juguete,295008.69,1,Cúcuta,Vendedor_001,Lorena Henao,2023-12-26T19:43,Cerrado,295008.69,13584.67,Mascotas
Cliente_0047,Andrés Quintero,Arena,90560.84,1,Medellín,Vendedor_157,Mónica Naranjo,2024-03-16T21:23,Cerrado,90560.84,5463.69,Mascotas
